loan_amnt,term_mths,int_rate,installment,grade,empl_yrs,annual_inc,verification_status,dti,open_acc,pub_rec,revol_bal,revol_util,total_acc,mort_acc,pub_rec_bankruptcies,loan_status
8000,36,6.99,246.99,1,3,57000,0,12.53,7,0,7724,51.5,17,0,0,0
6500,36,13.66,221.09,1,10,52000,0,11.22,13,0,15849,44,22,0,0,0
7000,36,16.78,248.81,1,7,40000,0,27.54,10,0,6471,53.5,20,0,0,0
3000,36,12.99,101.07,1,6,25000,0,5.09,11,1,3294,78.4,24,0,1,0
2700,36,17.27,96.63,1,10,70000,0,9.09,8,0,5862,62.4,35,4,0,0
16000,60,13.67,369.57,1,10,84100,0,21.65,12,0,17728,90.4,16,2,0,0
6000,36,7.49,186.61,1,10,117000,0,11.83,13,0,12544,42.4,25,3,0,0
9000,36,7.49,279.92,1,6,94000,0,17.25,16,0,14789,42.7,30,7,0,0
8000,36,14.49,275.33,1,8,58000,0,29.75,14,1,2985,36,32,4,1,0
10000,36,10.16,323.43,1,2,85000,0,2.81,9,0,4301,50,18,0,0,0
10000,36,13.11,337.47,1,10,51000,0,17.93,9,1,5554,77.1,17,1,1,0
10475,60,10.99,227.7,1,0.5,104500,0,23.16,12,0,26287,65.4,33,4,0,0
15000,36,11.55,495,1,3,60000,0,10.32,9,0,8310,63.4,23,0,0,0
5600,36,6.03,170.44,1,4,68000,0,11.12,5,0,6437,11.8,19,7,0,0
6000,36,7.62,186.97,1,1,50000,0,17.83,13,0,1900,3.6,24,3,0,0
6500,36,10.15,210.2,1,7,42000,0,16.5,9,0,7109,40.9,32,3,0,0
6000,36,13.11,202.49,1,10,68780,0,18.06,12,0,30031,83.9,22,1,0,0
10000,36,7.69,311.94,1,10,80000,0,24.51,12,0,28690,50.3,35,1,0,0
4000,36,16.99,142.6,0,8,14000,0,39.97,8,0,820,4.5,9,0,0,0
13000,60,17.57,327.09,0,10,100000,0,12.66,19,1,16691,34.8,45,3,0,0
13200,36,14.09,451.73,1,2,50000,0,26.45,13,0,14936,62.2,20,1,0,0
16000,36,10.99,523.75,1,9,85000,0,13.92,15,0,27378,67.9,34,4,0,0
6600,36,10.16,213.46,1,7,35000,0,17.07,7,0,5060,40.8,8,0,0,0
19850,36,14.47,682.97,1,6,94374,0,11.66,9,0,5298,80.3,28,2,0,0
3600,36,10.15,116.42,1,10,40000,0,30.96,11,2,8474,65.7,22,3,0,0
8000,36,9.71,257.05,1,2,148000,0,2.91,6,0,20492,46.4,17,1,0,0
6500,36,13.98,222.1,1,10,90000,0,15.08,11,0,5631,47.7,21,1,0,0
13500,36,14.99,467.92,1,3,43500,0,26.82,6,0,13331,93.9,14,0,0,0
15000,36,7.12,463.98,1,0.5,60500,0,8.91,4,0,15679,87.1,5,0,0,0
12000,36,18.25,435.34,0,10,61000,0,20.71,11,1,10111,50.6,19,2,1,0
8325,36,10.64,271.14,1,0.5,25000,0,10.42,12,0,7160,33.1,17,0,0,0
18000,36,6.39,550.79,1,10,73000,0,6.86,11,0,15390,24.9,20,4,0,0
19750,36,14.49,679.72,1,10,112000,0,22.09,21,0,42756,69.4,32,3,0,0
12000,36,9.71,385.58,1,10,47800,0,9.64,7,0,8020,60.3,25,2,0,0
8000,36,12.12,266.18,1,2,57400,0,11.04,5,0,5040,70,11,0,0,0
15000,60,25.57,445.3,0,10,360000,0,11.87,14,0,105342,78.8,31,3,0,0
8000,36,14.33,274.71,1,3,42000,0,20.97,6,0,7652,84.1,11,0,0,0
10575,36,10.16,342.03,1,1,45000,0,12.64,14,0,9494,53.6,46,0,0,0
24000,36,6.62,736.89,1,0.5,95000,0,13.62,7,0,30438,56.9,25,2,0,0
4225,36,15.61,147.73,0,7,59000,0,11.13,6,1,1291,24.4,23,1,1,0
18000,36,14.65,620.9,1,4,60000,0,12.32,10,1,10199,62,11,0,0,0
7000,36,11.99,232.47,1,5,50000,0,4.61,9,0,7392,63.7,13,0,0,0
2400,36,14.09,82.14,1,8,37500,0,28.13,12,0,18196,80.2,27,0,0,0
9025,36,13.66,306.97,1,10,68000,0,15.9,6,0,4625,90.7,12,0,0,0
5600,36,11.67,185.12,1,0.5,42000,0,25,5,0,15130,90.1,22,4,0,0
15000,36,14.99,519.91,1,4,45000,0,10.78,13,0,11391,87,22,1,0,0
5000,36,15.61,174.83,0,10,70000,0,18.14,9,0,28483,80.7,18,3,0,0
12000,36,8.67,379.76,1,10,80000,0,16.44,15,0,8219,44.4,30,4,0,0
4550,36,8.9,144.48,1,9,32500,0,17.83,11,0,4550,38.6,13,1,0,0
5500,36,6.49,168.55,1,0.5,62920,0,1.18,5,0,4034,12.8,9,1,0,0
7500,36,8.9,238.15,1,4,55000,0,20.01,12,0,13822,45.8,28,0,0,0
20000,36,10.99,654.68,1,2,150000,0,5.3,11,0,7413,36.9,35,1,0,0
3800,36,6.03,115.66,1,5,82500,0,2.47,17,0,4798,8.2,27,0,0,0
8000,36,10.49,259.99,1,0.5,24000,0,16.4,16,0,660,2.2,26,0,0,0
7200,36,12.49,240.84,1,1,50000,0,15.07,13,0,2446,69.9,31,0,0,0
10200,36,8.9,323.89,1,10,48000,0,15.3,20,0,9832,27.6,37,3,0,0
9600,36,7.49,298.58,1,6,118000,0,10.58,14,0,7330,19,29,2,0,0
21000,36,12.88,706.36,1,10,108000,0,10.96,9,0,10602,66.3,31,5,0,0
9000,36,12.49,301.04,1,8,114000,0,12.32,15,0,16496,56.7,52,6,0,0
9000,36,10.99,294.61,1,10,44000,0,19.12,19,0,11048,21.1,38,0,0,0
15000,60,11.99,333.6,1,10,70000,0,23.14,8,1,21095,82.4,24,1,1,0
9000,36,11.49,296.75,1,4,72000,0,16.68,8,0,10949,56.1,21,6,0,0
12000,36,9.17,382.55,1,10,100000,0,6.4,4,0,3967,43.1,16,6,0,0
10000,36,6.24,305.31,1,0.5,85000,0,7.98,8,0,6906,15.2,19,4,0,0
4100,36,13.11,138.37,1,5,28000,0,18.21,11,0,6219,61.6,21,4,0,0
7000,36,12.35,233.68,1,3,53000,0,19.86,16,0,11094,30.5,26,1,0,0
10800,36,7.69,336.9,1,5,65000,0,21.96,10,0,5209,46.5,25,5,0,0
13200,36,14.49,454.3,1,10,85155,0,17.78,15,1,10123,44,27,1,1,0
13175,36,11.99,437.54,1,2,55000,0,28.17,12,0,18321,73.6,18,1,0,0
5525,36,16.24,194.9,1,0.5,135000,0,5.45,9,0,3870,34.6,31,9,0,0
10000,36,14.33,343.39,1,10,111000,0,20.96,17,0,11444,52.3,41,3,0,0
7250,36,10.16,234.49,1,5,80340,0,10.96,12,0,15215,57.2,18,1,0,0
20000,36,10.16,646.85,1,10,137000,0,17.05,11,0,21730,55.9,36,4,0,0
18000,36,8.9,571.56,1,4,91000,0,3.89,7,0,12337,52.1,21,0,0,0
20000,36,10.99,654.68,1,10,50000,0,25.23,17,0,43317,49.5,32,2,0,0
7000,36,13.05,236.03,1,10,32000,0,13.84,5,0,3824,58.8,11,0,0,0
10950,36,8.18,344.05,1,10,52000,0,13.11,11,1,10660,55,50,1,1,0
8000,36,10.16,258.74,1,4,42000,0,18.51,13,0,10484,35.7,22,1,0,0
1400,36,13.35,47.41,1,10,32000,0,17.93,24,2,1836,42.7,55,0,2,0
1400,36,18.49,50.96,0,5,22080,0,1.36,2,0,688,45.9,4,0,0,0
12000,36,18.75,438.36,0,10,80000,0,4.22,5,0,6534,80.3,8,0,0,0
20000,36,10.99,654.68,1,10,80000,0,33.98,12,0,24192,49.1,36,6,0,0
15100,60,18.84,390.38,0,10,58000,0,13.81,10,0,5381,57.2,22,1,0,0
5000,36,14.33,171.7,1,2,20000,0,5.34,13,0,3918,95.6,19,0,0,0
16000,36,12.12,532.35,1,0.5,65000,0,16.47,11,0,11426,63.2,16,1,0,0
5000,36,6.99,154.37,1,0.5,70000,0,11.52,12,0,1782,3.8,22,0,0,0
8000,36,15.1,277.72,1,10,52000,0,13.69,8,1,5312,35.7,11,0,1,0
10000,36,10.75,326.21,1,2,27500,0,24.09,7,0,5689,74.9,11,1,0,0
19200,60,17.99,487.45,0,7,40000,0,24.96,9,0,688,4.5,25,1,0,0
6000,36,8.99,190.78,1,9,95000,0,12.29,19,0,30335,41.8,24,2,0,0
14000,60,8.39,286.49,1,5,95000,0,19.16,13,0,7759,89.2,22,1,0,0
9000,36,7.89,281.58,1,4,60000,0,16.64,9,0,8289,60.1,24,2,0,0
6850,36,14.33,235.22,1,7,54000,0,11.07,6,0,10136,39.3,17,1,0,0
3000,36,12.99,101.07,1,7,60000,0,17.58,9,0,3642,33.7,11,0,0,0
1000,36,16.78,35.55,1,0.5,39520,0,21.65,7,0,5110,83.8,10,0,0,0
22000,36,11.14,721.72,1,4,114000,0,22.04,10,0,26124,86.7,25,8,0,0
15000,36,10.16,485.14,1,8,41500,0,22.15,20,0,11741,24.9,39,1,0,0
17475,36,12.85,587.55,1,10,50000,0,18.51,7,0,10125,44.8,14,0,0,0
15000,36,7.12,463.98,1,5,95000,0,10.47,9,0,29080,63.4,22,7,0,0
7000,36,13.33,236.98,1,10,52000,0,20.65,10,0,5880,37.9,17,3,0,0
13500,36,16.59,478.57,0,5,40000,0,13.41,8,0,7620,52.6,22,2,0,0
16000,60,15.61,385.79,0,4,52000,0,18.67,8,0,4261,77.5,17,2,0,0
18500,36,7.62,576.49,1,10,160000,0,11.06,15,0,11439,36.7,30,3,0,0
8000,36,5.32,240.92,1,10,66000,0,19.66,5,0,13906,46.8,19,3,0,0
10000,36,6.03,304.36,1,10,45000,0,14.7,9,0,11258,27.1,18,0,0,0
10000,36,7.26,309.97,1,2,60000,0,15.54,8,0,13403,50.6,27,1,0,0
19750,36,13.11,666.51,1,2,45000,0,28.39,15,0,24133,60.2,19,0,0,0
10800,60,10.99,234.77,1,10,112446,0,19.63,16,1,8332,52.7,29,3,1,0
6000,36,8.9,190.52,1,10,89000,0,29.99,17,0,27292,42,37,5,0,0
9100,36,6.49,278.87,1,3,42000,0,23.8,9,0,9068,81,22,0,0,0
7000,36,9.71,224.92,1,7,62000,0,2.52,5,1,5009,37.1,11,1,1,0
14000,36,9.49,448.4,1,8,93000,0,22.28,15,0,848,2.5,22,2,0,0
7000,36,9.17,223.16,1,4,65000,0,14.46,6,0,1721,25.7,25,0,0,0
18000,36,7.69,561.49,1,10,44000,0,18.52,13,0,13590,27,43,3,0,0
15600,36,6.62,478.98,1,3,75000,0,14.29,8,0,18903,59.4,23,0,0,0
22500,36,7.91,704.14,1,10,100000,0,24.54,15,0,21865,67.3,24,1,0,0
16000,36,8.9,508.06,1,10,106000,0,3.97,3,0,15663,74.6,11,3,0,0
16000,36,8.6,505.83,1,2,100000,0,11.34,8,0,16077,31.1,12,0,0,0
19200,36,11.14,629.86,1,8,60000,0,13.44,14,0,10483,41.9,14,0,0,0
15000,36,14.99,519.91,1,6,75000,0,14.7,7,3,4618,57,11,2,3,0
6000,36,10.99,196.41,1,0.5,28000,0,21,7,0,5249,59.6,7,0,0,0
11000,36,6.62,337.75,1,9,42000,0,20.46,12,0,10638,32.7,21,2,0,0
2400,36,12.39,80.17,1,2,36000,0,13.2,8,0,14187,87,16,0,0,0
21000,60,13.49,483.1,1,10,63000,0,8.29,8,0,13746,63.3,23,3,0,0
12175,36,14.33,418.07,1,4,60000,0,18.02,7,0,8595,43.4,18,0,0,0
10000,36,13.11,337.47,1,8,65000,0,7.5,8,0,19134,66.4,21,3,0,0
7500,36,12.12,249.54,1,10,45500,0,7.02,9,0,3896,46.4,16,0,0,0
12000,36,9.99,387.15,1,7,104000,0,15.1,8,0,4211,32.4,25,2,0,0
24950,60,13.67,576.29,1,10,52000,0,23.98,8,0,10165,47.9,29,2,0,0
9000,36,10.99,294.61,1,9,42000,0,8.03,5,0,13,0.5,26,1,0,0
12000,36,13.11,404.97,1,4,68000,0,9.55,14,1,6784,81.7,48,2,1,0
8000,36,6.03,243.49,1,9,110000,0,11.51,9,0,12506,74,18,4,0,0
5400,36,20.31,201.54,0,6,35000,0,9.6,16,0,11916,55.9,29,0,0,0
8000,36,12.69,268.36,1,5,45000,0,23.04,9,0,7255,69.1,9,0,0,0
12000,60,11.67,264.94,1,10,45000,0,11.68,9,0,5882,61.9,43,4,0,0
10000,36,14.3,343.24,1,1,44000,0,10.12,14,0,7697,77,17,0,0,0
2500,36,21.49,94.82,0,6,38000,0,9.88,15,0,8115,57.6,28,0,0,0
15000,36,11.99,498.15,1,9,55000,0,15.56,11,1,7682,38.6,19,1,1,0
10000,36,13.35,338.63,1,7,53094,0,14.31,16,0,7693,34,46,0,0,0
3500,36,7.62,109.07,1,4,30000,0,11.44,9,0,3972,25,26,1,0,0
19500,60,18.84,504.13,0,2,95000,0,27.92,18,0,5656,63.6,31,3,0,0
19000,36,5.32,572.19,1,3,100000,0,10.1,10,0,20527,51.1,21,5,0,0
11000,36,9.49,352.32,1,10,56400,0,11.43,8,0,14852,49.7,22,3,0,0
4500,36,11.99,149.45,1,0.5,35000,0,13.85,5,0,4508,48,10,0,0,0
16000,36,6.62,491.26,1,10,72000,0,17.87,8,0,1615,21.8,27,1,0,0
15000,60,8.24,305.88,1,2,75000,0,12.54,11,0,6865,11.5,38,5,0,0
12000,36,12.39,400.82,1,3,84000,0,20.33,26,0,23533,38.9,59,8,0,0
10800,36,14.49,371.7,1,10,62000,0,24.5,13,0,32118,61.9,37,4,0,0
12600,60,15.59,303.67,0,0.5,48000,0,22.7,15,0,6217,74,35,5,0,0
12000,36,6.62,368.45,1,2,150000,0,2.69,10,0,0,0,27,5,0,0
7000,36,6.92,215.89,1,3,95000,0,15.3,10,0,19245,37.3,11,0,0,0
8000,36,16.78,284.35,1,9,40000,0,5.64,4,0,6442,77.6,8,0,0,0
15000,36,12.85,504.33,1,10,55000,0,4.21,5,0,7070,80.3,9,3,0,0
7500,36,6.49,229.84,1,10,130000,0,6.75,12,0,9330,11.6,26,4,0,0
12000,36,15.8,420.71,1,2,51360,0,20.56,11,0,28413,93.2,15,0,0,0
14000,60,12.29,313.48,1,10,63000,0,18.25,11,1,945,10.9,33,3,0,0
2700,36,13.11,91.12,1,5,49000,0,14.4,8,0,5575,73.4,16,0,0,0
10000,36,11.39,329.24,1,1,75000,0,17.3,16,0,10172,46.7,29,0,0,0
24200,60,18.49,620.99,0,10,55000,0,20.77,7,1,5709,62.1,22,1,0,0
12000,36,17.77,432.45,0,5,48000,0,8.8,10,0,10785,42.6,14,0,0,0
6000,36,14.33,206.03,1,8,70000,0,17.5,15,0,15445,49.8,30,1,0,0
8000,36,10.99,261.88,1,0.5,50000,0,0.6,10,0,450,3.7,24,0,0,0
4725,36,14.65,162.99,1,2,20000,0,31.39,8,0,3322,38.2,12,1,0,0
7500,36,11.44,247.11,1,3,50000,0,16.27,5,0,6928,93.6,10,0,0,0
5400,36,13.67,183.7,1,9,69000,0,3.01,3,1,3493,64.7,10,1,1,0
6000,36,6.03,182.62,1,0.5,85000,0,14.2,13,0,7882,29.9,22,1,0,0
8000,36,6.49,245.16,1,1,75000,0,2.4,8,0,6545,30.6,16,1,0,0
11000,36,11.14,360.86,1,10,35000,0,23.9,12,0,23223,64.2,17,0,0,0
7000,36,15.88,245.69,1,10,66761,0,6.56,5,0,14944,80.3,16,0,0,0
15575,36,19.72,576.61,0,10,65000,0,15.63,6,0,20725,88.2,20,3,0,0
5500,36,6.89,169.55,1,4,60000,0,8.3,7,0,10894,55.3,19,1,0,0
14850,36,15.31,517.04,1,4,46095,0,23.07,14,0,21649,82,25,3,0,0
10000,36,15.61,349.65,0,1,74000,0,27.42,8,0,11890,89.4,22,0,0,0
1000,36,18.49,36.4,0,8,30000,0,18.12,7,0,9918,80.6,13,2,0,0
8000,36,11.14,262.45,1,10,34000,0,21.35,14,0,7545,28.9,21,0,0,0
6000,36,6,116.02,1,7,45000,0,24.72,9,0,5230,53.4,12,2,0,0
5500,36,10.99,180.04,1,8,25000,0,8.98,6,0,5498,50,10,0,0,0
3000,36,14.33,103.02,1,3,121000,0,16.29,14,0,4928,93,19,0,0,0
5000,36,6.03,152.18,1,9,62400,0,4.1,7,0,8226,29.5,19,4,0,0
15000,36,11.99,498.15,1,4,123000,0,16.53,13,3,10024,91.1,42,5,0,0
9000,36,19.05,330.14,0,10,41000,0,15.34,7,0,28052,67.9,23,0,0,0
2500,36,9.17,79.7,1,10,165000,0,8.56,8,0,16909,86.7,31,6,0,0
1400,36,14.33,48.08,1,10,24000,0,18.15,6,0,12968,72.4,7,0,0,0
25000,60,14.65,590.17,1,10,85000,0,26.92,11,0,30305,60.5,22,0,0,0
4400,36,9.99,141.96,1,7,72000,0,14.22,13,0,8475,68.9,23,3,0,0
6000,36,12.35,200.3,1,6,25995,0,21.05,8,0,5056,38.9,13,0,0,0
16000,36,14.09,547.55,1,1,65000,0,27.16,11,0,18723,70.7,22,0,0,0
18000,36,11.99,597.78,1,3,86000,0,7.98,5,0,24348,85.4,12,0,0,0
6000,36,7.89,187.72,1,10,58000,0,12.89,8,0,12937,44.2,27,3,0,0
10000,36,8.67,316.47,1,2,45000,0,15.84,13,1,4886,44.8,23,2,1,0
20000,36,13.49,678.61,1,10,185000,0,17.55,19,0,38269,72.8,29,0,0,0
3500,36,7.9,109.52,1,4,55000,0,16.47,6,0,2127,85.1,25,0,0,0
15000,36,12.99,505.34,1,9,160000,0,10.76,9,1,6749,66,44,6,1,0
14400,36,6.62,442.14,1,10,75000,0,13.02,9,0,14131,71.4,42,8,0,0
12000,36,6.03,365.23,1,3,75000,0,12.3,7,0,12877,92,24,1,0,0
10000,36,6.03,304.36,1,5,80000,0,10.26,12,0,12400,38.9,24,0,0,0
5000,36,11.44,164.74,1,3,64000,0,25.61,10,0,11857,93.4,31,0,0,0
7500,36,17.76,270.25,0,10,53000,0,8.76,11,0,7672,60.4,38,2,0,0
10000,36,8.18,314.2,1,8,36000,0,26,8,0,9159,23.2,27,3,0,0
8000,36,11.99,265.68,1,7,30000,0,18.04,17,1,16921,26.8,33,0,1,0
15850,36,17.77,571.19,0,10,64200,0,12.24,10,0,4289,44.2,13,0,0,0
13000,36,9.67,417.47,1,1,108000,0,9.07,11,0,11702,68.4,30,4,0,0
12000,36,14.65,413.94,1,2,65000,0,6.11,9,0,10218,39.8,13,0,0,0
14700,60,12.59,331.4,1,10,100000,0,11.81,8,0,3787,78.9,8,1,0,0
7475,36,13.98,255.41,1,10,31000,0,23.07,15,0,13035,38.9,35,1,0,0
10000,36,12.99,336.9,1,1,33500,0,11.07,4,0,1569,62.8,11,0,0,0
10000,36,11.99,332.1,1,9,53000,0,7.56,6,0,9526,66.2,16,1,0,0
14000,36,13.53,475.3,1,1,38500,0,18.77,7,1,3966,41.3,20,2,1,0
6500,36,6.03,197.84,1,5,85000,0,10.53,16,0,12143,17.7,28,2,0,0
21000,36,6.62,644.78,1,10,85000,0,15.32,8,0,34746,55.4,21,4,0,0
11000,36,14.09,376.44,1,8,55000,0,24.96,8,0,16878,73.4,21,3,0,0
16000,36,10.15,517.41,1,4,100000,0,16.92,15,0,19774,51.6,26,0,0,0
2000,36,22.9,77.32,0,4,36800,0,9.33,13,0,4881,44,20,0,0,0
2400,36,15.88,84.24,1,10,42000,0,20.86,11,0,14978,76,20,0,0,0
4850,36,19.47,178.94,0,5,25155,0,14.12,8,0,3092,68.7,40,0,0,0
15000,36,7.89,469.29,1,0.5,80000,0,24.99,14,0,36184,77.3,33,2,0,0
18000,36,9.17,573.83,1,2,90000,0,14.43,12,0,13327,47.6,26,0,0,0
4500,36,7.9,140.81,1,2,24000,0,22.6,5,0,5077,46.6,13,0,0,0
9600,36,9.67,308.28,1,9,42500,0,17.37,11,1,7735,33.9,25,0,1,0
16525,60,16.59,407.06,0,7,46000,0,23.43,10,0,11036,88.3,19,2,0,0
4000,36,6.62,122.82,1,3,55000,0,10.21,6,0,533,9.4,9,0,0,0
10000,36,13.11,337.47,1,10,106000,0,9.97,9,0,11866,65.9,17,5,0,0
8000,36,11.99,265.68,1,3,106000,0,6.66,6,0,10008,39.2,7,0,0,0
16000,36,6.03,486.97,1,10,65000,0,16.93,14,0,31759,39.1,37,3,0,0
5000,36,12.85,168.11,1,1,31000,0,20.14,13,0,5719,39.4,15,0,0,0
15875,36,8.39,500.33,1,10,38000,0,17.85,18,0,23232,46.7,35,2,0,0
2800,36,21.49,106.2,0,10,117000,0,25.07,25,0,26841,80.6,35,0,0,0
5000,36,12.99,168.45,1,9,54000,0,19.36,6,0,17967,63,20,1,0,0
8000,36,6.03,243.49,1,5,50000,0,17.98,12,0,8024,14.7,22,0,0,0
9000,36,6.03,273.92,1,5,75000,0,14.51,16,0,8484,33.1,32,1,0,0
10400,60,10.99,226.07,1,6,70000,0,25.65,18,0,20013,34.7,31,1,0,0
15000,36,7.69,467.91,1,3,60000,0,11.91,13,0,17880,74.5,35,1,0,0
14000,60,14.99,332.99,1,3,156000,0,7.15,9,0,8902,41.4,30,3,0,0
8200,36,12.99,276.26,1,4,51500,0,6.22,5,0,3903,33.6,12,2,0,0
25000,36,7.26,774.91,1,2,140000,0,20.66,15,0,56057,65,28,2,0,0
21000,36,16.29,741.31,0,8,150000,0,11.36,15,0,19966,80.2,18,1,0,0
15000,36,12.12,499.08,1,3,52000,0,9.51,9,0,8952,75.2,27,0,0,0
5500,36,8.9,174.65,1,5,60000,0,9.08,14,0,22197,61.3,29,0,0,0
9750,36,12.12,324.4,1,5,55000,0,22.23,10,0,10303,54.5,11,0,0,0
15600,36,9.99,503.3,1,10,51000,0,20.8,11,0,13847,53.3,22,0,0,0
15000,36,10.99,491.01,1,2,65000,0,25.39,21,0,11202,32.1,54,3,0,0
12000,36,15.81,420.76,1,10,30000,0,31.88,12,0,18269,53.4,23,2,0,0
9225,36,6.62,283.25,1,2,65000,0,18.96,18,0,36053,64.6,44,2,0,0
12950,36,12.39,432.55,1,4,55000,0,28.41,10,1,14314,58.9,30,5,1,0
16000,60,8.38,327.34,1,10,105000,0,14.25,13,0,13764,31.8,37,2,0,0
8125,36,15.31,282.9,1,5,30100,0,22.88,11,0,10053,54.9,11,0,0,0
10000,36,10.16,323.43,1,6,40000,0,27.21,13,0,8958,33.4,22,0,0,0
15500,36,6.49,474.99,1,9,73000,0,11.18,11,0,55912,39.7,36,4,0,0
6000,36,8.39,189.1,1,3,42000,0,16.86,14,0,6713,46.6,24,0,0,0
9000,36,7.12,278.39,1,9,87500,0,16.62,8,0,8280,42.5,28,4,0,0
5300,36,9.17,168.96,1,3,42000,0,16.89,7,0,12769,84,24,3,0,0
8000,36,8.39,252.14,1,1,30000,0,26.76,12,0,7566,25.1,23,0,0,0
7125,36,17.1,254.39,1,1,57000,0,5.96,11,0,9667,65.3,30,3,0,0
2000,36,6.49,61.29,1,2,49500,0,15.18,22,0,2227,5.6,34,0,0,0
7000,36,13.99,239.21,1,2,35000,0,25.45,10,0,8581,29.6,23,4,0,0
1500,36,18.99,54.98,0,10,37000,0,27.47,10,4,6231,73.3,18,1,1,0
12000,36,9.49,384.34,1,2,180000,0,10.08,13,0,18971,25.6,24,1,0,0
12000,36,9.71,385.58,1,6,40000,0,25.22,10,1,13327,40.5,21,2,1,0
10775,60,19.19,280.64,0,8,42000,0,17.25,11,0,8490,46.1,19,1,0,0
8400,36,9.99,271.01,1,7,51000,0,17.95,5,1,5765,29.1,18,0,0,0
7000,36,15.61,244.76,0,0.5,43680,0,34.01,19,0,14292,72.2,23,3,0,0
7000,36,8.39,220.62,1,10,43000,0,11.58,7,1,6101,37.4,12,1,1,0
1200,36,11.99,39.86,1,2,44000,0,18.69,7,0,2836,50.6,22,5,0,0
6000,36,11.99,199.26,1,10,68000,0,29.33,11,0,43111,84.5,32,6,0,0
8350,36,17.57,300.08,0,5,59000,0,17.82,14,0,7107,24.9,27,1,0,0
10000,36,13.53,339.5,1,3,76000,0,13.86,9,0,6798,82.9,31,5,0,0
9200,36,12.49,307.73,1,9,37000,0,26.92,9,0,4171,49.7,32,1,0,0
15000,36,13.11,506.21,1,10,72000,0,16.24,11,0,17238,54.6,21,0,0,0
10000,36,6.03,304.36,1,1,52000,0,16.04,16,0,15227,17.9,22,1,0,0
12000,36,12.85,403.47,1,1,55000,0,19.03,19,0,14226,60.8,37,0,0,0
3250,36,10.64,105.85,1,7,15000,0,16.4,9,0,4340,36.2,22,0,0,0
13000,36,12.12,432.54,1,10,38000,0,10.71,5,0,13145,78.2,18,2,0,0
13600,36,9.67,436.73,1,10,48000,0,15.25,7,0,12282,69.8,22,2,0,0
10500,36,6.99,324.17,1,9,86000,0,5.04,8,0,11416,26.5,16,2,0,0
5000,36,12.12,166.36,1,3,40000,0,5.99,11,0,4650,73.8,23,0,0,0
8900,36,14.3,305.48,1,2,75000,0,14.69,11,0,11473,53.6,23,0,0,0
8000,36,10.64,260.55,1,5,65000,0,20.25,13,1,6947,33.7,26,2,1,0
25000,60,21.18,678.87,0,10,73000,0,31.58,16,1,15979,83.7,18,1,1,0
2000,36,11.67,66.12,1,10,76500,0,18.79,11,0,3779,84,36,3,0,0
12000,36,7.89,375.43,1,2,80000,0,20.99,22,0,7451,9.9,25,1,0,0
3000,36,10.16,97.03,1,6,60000,0,16.06,5,0,5816,83.1,6,0,0,0
5000,36,19.52,184.6,0,10,110000,0,3.36,5,1,7763,65.8,13,2,1,0
20000,36,14.16,685.11,1,1,75000,0,19.06,7,0,14912,93.2,37,1,0,0
6400,36,7.62,199.44,1,10,236000,0,18.06,12,0,3435,62.5,54,6,0,0
2500,36,10.99,81.84,1,10,72000,0,29.31,7,0,26362,69.9,25,3,0,0
12000,36,9.8,386.09,1,3,82000,0,9.34,9,0,2491,22.4,15,1,0,0
19200,36,12.12,638.82,1,5,73862,0,6.25,17,0,11277,52,29,1,0,0
17925,36,14.16,614.03,1,5,54328,0,33.13,8,1,15307,98.8,17,1,1,0
10000,36,11.55,330,1,9,38000,0,10.48,10,0,6883,58.3,18,0,0,0
12000,60,16.99,298.17,0,9,144000,0,11.27,10,0,16519,82.2,29,3,0,0
5500,36,6.03,167.4,1,10,103000,0,7.47,8,0,5484,12.1,30,5,0,0
14000,36,11.53,461.87,1,7,30000,0,24.7,23,0,14526,34.6,41,0,0,0
18550,36,10.64,604.15,1,0.5,85000,0,6.44,6,0,544,7.2,7,0,0,0
10000,36,7.69,311.94,1,8,55000,0,3.23,7,0,9852,54.7,17,2,0,0
4200,36,10.15,135.82,1,10,78000,0,18.75,10,0,1266,13.5,30,0,0,0
6000,36,12.85,201.74,1,7,55000,0,5.17,6,0,5441,92.2,14,0,0,0
14000,36,9.67,449.58,1,9,120000,0,12.6,21,0,30736,60.4,37,1,0,0
13500,36,9.17,430.37,1,5,120550,0,19.99,8,0,23033,74.3,13,0,0,0
8550,36,9.67,274.57,1,0.5,46000,0,8.35,17,0,7733,79.7,29,0,0,0
10000,36,11.99,332.1,1,6,75000,0,14.64,16,0,3222,25,54,3,0,0
12000,36,15.8,420.71,1,10,99000,0,12.06,11,0,16780,74.9,24,6,0,0
3000,36,13.11,101.25,1,0.5,30000,0,3.44,11,0,1286,7.4,28,0,0,0
7000,36,20.31,261.26,0,10,42000,0,19.8,9,0,3090,64.4,27,0,0,0
10000,36,14.49,344.17,1,5,30000,0,5.94,4,0,7056,56.9,5,0,0,0
5500,36,8.9,174.65,1,10,60700,0,9.07,5,0,3104,75.7,9,2,0,0
16800,36,7.9,525.68,1,2,72500,0,12.51,6,0,12487,42.3,18,2,0,0
10000,36,9.17,318.79,1,10,82000,0,15.25,12,0,11494,33.2,26,2,0,0
18000,36,8.67,569.64,1,3,70000,0,33.02,18,0,53938,77.5,31,1,0,0
17000,36,10.99,556.48,1,3,70308,0,9.73,17,0,12575,65.8,41,4,0,0
3250,36,10.16,105.12,1,1,42000,0,12.4,12,0,7004,53.5,13,0,0,0
